evidence_id,source_md,source_anchor,inference_level_current,strict_substring_hit,phrase_total,phrase_hits,phrase_hit_rate,best_span_excerpt,source_md_span_start,source_md_span_end,line_no,original_section_heading,adjudication_status,inference_level_recommended,recommendation_warning,adjudicator,rationale
EV-KP-product_attribute-content-type-north-star-training-material,Q2-内容类型种子/training_material-交付物-v0.1.md,§A + §⚠️ 兵团向口径 + §C1,low,false,16,16,1.0,:90% of training content is forgotten within 6 months,2802,2855,72,A. 北极星,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-behind-scenes-invisible-completion-cost,Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,§C2-2 + §A,low,false,10,10,1.0,"谁在熨衣服,谁在捡地上的胶带,谁在搬箱子,谁在重新别吊牌,谁在把试衣间弄干净,",5125,5164,197,"玩法卡 #C2-2 —— ""不拍 glamour，只拍没人愿意拍的劳动""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-old-sample-as-error-archive,Q2-内容类型种子/founder_ip-交付物-v0.1.md,§C3-1 + §B9 + §D,low,false,16,15,0.9375,"打破""老板一定要往前讲,往上讲,往成功讲""的套路--它往后看,往错看,往羞耻感里看",10434,10475,281,"玩法卡 #C3-1 —— ""旧样衣审判庭""",paraphrase_located,low,,auto,phrase 命中率 94% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-talent-showcase-micro-skill-hundred-reps,Q2-内容类型种子/talent_showcase-交付物-v0.1.md,§C3-2 + §D 微技能打磨,low,false,9,9,1.0,"不只拍成品,而拍""某个小动作越来越准""的过程.你反复系同一条丝巾,反复把衬衫塞进裤腰,",5034,5077,205,"玩法卡 #C3-2 —— ""同一个动作，练一百次的痕迹""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-error-first-then-correct-replay,Q2-内容类型种子/training_material-交付物-v0.1.md,§C3-1,low,false,17,17,1.0,Error-driven learning + Desirable difficulty,12611,12655,293,"玩法卡 #C3-1 —— ""错误先发生再倒回去重来 / 反向培训""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-event-documentary-long-term-tier-discipline,Q2-内容类型种子/event_documentary-交付物-v0.1.md,实拍可行性基线 + §C C3-6 玩法分级 long_term,low,false,8,8,1.0,"(长期型)-- 素材采集需 3 天 / 单条成片 ≤ 4 小时 / 进入默认调用池 / 元数据标""长期"" ",12766,12819,350,"玩法卡 #C3-6 —— ""72 小时时间压缩 / 定点延时一镜到底""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-humor-content-brand-tone-gate-for-puppetry,Q2-内容类型种子/humor_content-交付物-v0.1.md,§C C3-5 🎨 品牌调性提示 + §G G2/G3,low,false,18,18,1.0,:活泼 / 街头 / 年轻 / 童趣(Activate / Street / Young / Playful),9125,9180,288,"玩法卡 #C3-5 —— ""衣架木偶戏（服装拟人化，不靠特效）""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-humor-content-clothing-as-persona-switch,Q2-内容类型种子/humor_content-交付物-v0.1.md,§C C3-2 + §D 第 2 条,low,false,11,11,1.0,"镜头固定,你站在门口,只通过加减一件外套,背包,鞋子,眼神和站姿,在 2 秒内切换成三个完全不同的人",6438,6488,233,"玩法卡 #C3-2 —— ""一件外套切换三个社会身份""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-lifestyle-expression-old-defines-premium,Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,§C C3-5 + §D 第 3 条,low,false,12,12,1.0," 可自然引出""耐穿 / 可修补 / 售后 / 环保""而不尬--""repair / 旧物故事""叙事方向,降维到手机与个人生活的尺度",8779,8843,264,"玩法卡 #C3-5 —— ""衣物磨损史（用'旧'反向定义高级）""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-lifestyle-expression-values-via-rejection,Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,§C C3-1 + §D 第 2 条,low,false,12,12,1.0,"不拍""我怎样生活"",而拍""我今天拒绝了什么"":拒绝在外面多待一会儿提前回家 / 拒绝外卖哪怕只煮一碗面 / 拒绝为了好看硬穿一双不舒服的鞋 ",5598,5668,200,"玩法卡 #C3-1 —— ""价值观只通过'我拒绝了什么'来出现""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-process-trace-stop-the-bad-one-builds-trust,Q2-内容类型种子/process_trace-交付物-v0.1.md,§A + §C C3-3 + §C C1-1 反例,low,false,11,11,1.0," 大多数品牌只愿意拍""合格品"",但真正能建立信任的,是拍",10422,10450,317,"玩法卡 #C3-3 —— ""被拦下来的那一件""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-sop-asmr-procedural-memory,Q2-内容类型种子/training_material-交付物-v0.1.md,§C3-4,low,false,10,10,1.0,Procedural memory + Sensory learning(程序性记忆 + 感官学习),17177,17227,346,"玩法卡 #C3-4 —— ""SOP ASMR / 让手记住而不是让脑记住""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-talent-showcase-rescue-not-show-off,Q2-内容类型种子/talent_showcase-交付物-v0.1.md,§A + §C C3-1 + §B9,low,false,16,16,1.0,"观众看完不只是""你很厉害"",而是""你的能力有个性,有温度,能留下你这个人""--感到能力可信,可持续,并愿意把你当作""值得追随的人""",798,863,29,A. 北极星,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-content-type-north-star-emotion-expression,Q2-内容类型种子/emotion_expression-交付物-v0.1.md,§A + §C1 + §B5,low,false,14,14,1.0,"我愿意把自己的情绪也放出来(点赞 / 评论 / 转发 / 收藏),我对这个人 / 这个品牌产生了更深层的情感连接.",2589,2646,69,A. 北极星,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-content-type-north-star-process-trace,Q2-内容类型种子/process_trace-交付物-v0.1.md,§A + §C1 + §E + 与 product_journey 边界,low,false,13,13,1.0,"观众看完不只是""知道工艺步骤"",而是""我愿意相信你没有骗我""--",2007,2039,67,A. 北极星,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-content-type-north-star-product-copy-general,Q2-内容类型种子/product_copy_general-交付物-v0.1.md,§A + §C1 + §E + α 改良版专章,low,false,17,17,1.0,"--玩法卡的「30 秒分镜参考」字段按 α 改良版语义扩展,",735,765,16,元数据,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-content-type-north-star-product-journey,Q2-内容类型种子/product_journey-交付物-v0.1.md,§A + §C1 + §E + 与 process_trace 边界,low,false,13,13,1.0,"""这是一段被反复推敲,被试错,被等待过的东西--我理解它为什么长这样,并愿意为这个价值付费"".",1378,1425,47,A. 北极星,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-content-type-north-star-product-review,Q2-内容类型种子/product_review-交付物-v0.1.md,§A 北极星 + §C1 + §双角色标签机制,low,false,13,12,0.9231, 通用类deep-research-report.md:我已经把风险看清了 / 值不值 / 怎么买最不踩坑 / 我也愿意相信这个人,2083,2148,65,A. 北极星,paraphrase_located,low,,auto,phrase 命中率 92% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-pcg-five-voice-archetypes,Q2-内容类型种子/product_copy_general-交付物-v0.1.md,§B8 + §G G2 + §D,low,false,17,16,0.9412,升级为共享层 §H.3 5 Voice Archetypes Matrix 跨 CT 文案/旁白/口播声音设计资产,21465,21522,448,G. 待裁决项 — **v0.2 全部关闭**,paraphrase_located,low,,auto,phrase 命中率 94% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-daily-fragment-no-face-traces,Q2-内容类型种子/daily_fragment-交付物-v0.1.md,§C3-2,low,false,18,18,1.0," 观众不会觉得""信息不足"",反而更想靠近,因为人是通过痕迹出现的--接住一种更私密,更可信的存在感",6208,6257,237,"玩法卡 #C3-2 —— ""没有脸的生活痕迹""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-emotion-expression-clothes-as-emotion-vessel,Q2-内容类型种子/emotion_expression-交付物-v0.1.md,§C3-1 + §A + §D,low,false,17,17,1.0,",只是把外套从肩上慢慢脱下来 / 搭在椅背上 / 过一会儿又拿起来抱在怀里坐着.背景只有电饭煲跳闸声 / 楼下车声 / 微信提示音但不看.",11500,11569,294,"玩法卡 #C3-1 —— ""一件衣服替我说完今天没说出口的话""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-ootd-clothes-remember-today,Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,§C3-3,low,false,10,10,1.0,"从拍""穿上它""改成拍""它怎么被今天留下痕迹"":早上平整的裤线到下午坐久后的褶皱;",6792,6832,248,"玩法卡 #C3-3 —— ""衣服记住了今天""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-pcg-moment-over-category,Q2-内容类型种子/product_copy_general-交付物-v0.1.md,§C3-1 + §G G3 + §C3-4,low,false,12,12,1.0,"-- 服装服务的是人进入社会场景的瞬间 / 其他品类没有这种""时刻 - 商品""的天然绑定",12878,12922,301,"玩法卡 #C3-1 —— ""不是产品文案 / 是一个时刻文案""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-process-trace-rejected-garment,Q2-内容类型种子/process_trace-交付物-v0.1.md,§C3-3 + §E5 + §B9,low,false,17,17,1.0,被拦下的衣服 = 品牌的边界感(知道什么不该被卖出去),3311,3338,147,B9 隐喻元素,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-process-trace-single-hard-fake-step,Q2-内容类型种子/process_trace-交付物-v0.1.md,§C2-1 + §D 角度 1,low,false,13,13,1.0,"最有爆相的方向不是全流程旅游片,而是对花,回弹,拦货,不可逆动作前的停顿--",15948,15986,414,三个未被开发的角度,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-product-journey-sample-version-tree,Q2-内容类型种子/product_journey-交付物-v0.1.md,§C2-1 + §C3-1 + §B9 + §D,low,false,16,16,1.0,Instagram 上 sample day / sample unboxing / founder diaries / from sketch to samp,5012,5099,188,"玩法卡 #C2-1 —— ""样衣版本树 / 原型对比 / 把 3 次失败摆在一面墙上""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-knowledge-not-teacher-but-event,Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,§C3-1 + §B9 + §D,low,false,10,10,1.0," 服装非常适合错误教学:错误搭配,错误面料认知,错误洗护,错误版型选择",6131,6166,222,"玩法卡 #C3-1 —— ""从一个错误开始讲（事故在发言）""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-product-review-anti-filter-pledge,Q2-内容类型种子/product_review-交付物-v0.1.md,§C2-1 + §C1-3 备注 + §B5,low,false,9,9,1.0,"部分穿搭测评账号甚至在口播里反复强调""原相机 / 不拉腿 / 不美颜""--",5829,5866,197,"玩法卡 #C1-3 —— ""开箱即结论 / 对照表测评""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-product-journey-vs-process-trace-boundary,Q2-内容类型种子/product_journey-交付物-v0.1.md,§与 process_trace 的边界,low,false,17,17,1.0," 讲""这块纯棉面料如何经过 3 次水洗仍不缩水""",1293,1317,41,与 `process_trace` 的边界,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-compatibility-matrix-two-layer-truth-source,Q4-人设种子/phase-3-Q4-Persona-ContentType-Platform兼容矩阵.md,§1.1 + §1.2 + §9.1,low,false,25,25,1.0,(:System)-[:SUPPORTS_PLATFORM {tier}]->(:PlatformTone / :PrivateOutletChannel),9565,9643,73,平台维度：承接 Q3 真源，不新建关系边,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-compatibility-edge-support-risk-reason-shell,Q4-人设种子/phase-3-Q4-Persona-ContentType-Platform兼容矩阵.md,§2.1 + §2.2 + §2.3 + §9.2,low,false,17,16,0.9412, now | enhanced | custom | unsupported,15220,15258,414,9.2 字段口径,paraphrase_located,low,,auto,phrase 命中率 94% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-compatibility-derived-view-combination-formula,Q4-人设种子/phase-3-Q4-Persona-ContentType-Platform兼容矩阵.md,§6.1 + §6.2 + §6.3 + §七,low,false,29,28,0.9655,product_professional × humor_content,12225,12261,194,4.1 `store_operator`（门店经营者）× 18 个 ContentType,paraphrase_located,low,,auto,phrase 命中率 97% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-compat-matrix-truth-source-layering,Q4-人设种子/phase-3-Q4-Persona-ContentType-Platform兼容矩阵.md,§1.1 + §1.2 + §9.1,low,false,20,20,1.0,(:System)-[:SUPPORTS_PLATFORM {tier}]->(:PlatformTone / :PrivateOutletChannel),9565,9643,73,平台维度：承接 Q3 真源，不新建关系边,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-platform-tone-vs-private-outlet-channel-parallel,Q4-人设种子/phase-3-Q4-Persona-ContentType-Platform兼容矩阵.md,§1.3 + §3.3,low,false,15,15,1.0,"如果 Q4 兼容矩阵只覆盖公域平台,就会把导购这条最强转化链路从系统视野里漏掉,",5007,5047,172,3.3 为什么必须同时覆盖公域分发位与私域出口位,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-service_judgment-derived-view-risk-inherits-from-source-edge,Q4-人设种子/phase-3-Q4-Persona-ContentType-Platform兼容矩阵.md,§6.1 第4步 + §6.3 示例2,low,false,13,13,1.0,product_professional × humor_content,12225,12261,194,4.1 `store_operator`（门店经营者）× 18 个 ContentType,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-service_judgment-product-review-concerns-clearance-on-spot,Q2-内容类型种子/product_review-交付物-v0.1.md,§C3-2 + 备注 + 北极星 + B5,low,false,19,18,0.9474,整条视频只讲犹豫点--这件白衬衫我本来怕透 / 这条裤子我本来怕显胯 / 这件针织我本来怕扎.,11293,11340,299,"玩法卡 #C3-2 —— ""只拍犹豫 / 不拍优点 / 顾虑解除测评""",paraphrase_located,low,,auto,phrase 命中率 95% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-behind-scenes-parallel-split-screen,Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,§C3-2,low,false,18,18,1.0,"不是在""曝光狼狈"",而是在让观众同时看见品牌的体面和体面背后的笨拙努力",8655,8690,260,"玩法卡 #C3-2 —— ""同一秒的两面 / 平行世界 BTS""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-behind-scenes-store-soundprint,Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,§C3-4,low,false,8,8,1.0,7 entries 跨 6 个 ContentType,10951,10978,299,"玩法卡 #C3-4 —— ""店的声纹 / 10 个声音组成一条幕后""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-daily-fragment-fixed-corner-time-fold,Q2-内容类型种子/daily_fragment-交付物-v0.1.md,§C3-1,low,false,16,16,1.0,"店里开灯前的 10 秒,晚上脱鞋坐下的 6 秒.没有""大事"",但每天动作,穿着,包的摆放,",5413,5458,220,"玩法卡 #C3-1 —— ""同一个角落，不同的我""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-daily-fragment-sensory-sort-not-time,Q2-内容类型种子/daily_fragment-交付物-v0.1.md,§C3-3,low,false,7,7,1.0,"然后是""今天最吵的东西"":拉链,地铁,店门,手机震动;最后是""今天终于安静的那一秒""",6780,6822,251,"玩法卡 #C3-3 —— ""碎片按体感排（不按时间）""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-daily-fragment-single-chair-time-fold,Q2-内容类型种子/daily_fragment-交付物-v0.1.md,§C3-5,low,false,12,12,1.0,"傍晚是一只购物袋;夜里是一盏小灯照着空椅子.每次出现你都只露出手:把东西放下,停两秒,又拿走",8122,8168,281,"玩法卡 #C3-5 —— ""同一把椅子四次（单地点时间折叠）""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-ootd-micro-suspense-decision-chain,Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,§C3-4 + §C1-3,low,false,11,11,1.0,"品牌卖点被转译为""解决场景问题""(不走光 / 好活动 / 不闷热)--比参数更有说服力",7861,7904,160,"玩法卡 #C2-1 —— ""不是展示衣服，是展示选择过程""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-styling_rule-ootd-route-fitness-not-display,Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,§C3-1 + §E3/E4 + §D,low,false,11,11,1.0,"进店为什么要能卷袖子,下午试衣时为什么鞋子不能太累,晚上和朋友见面为什么把头发放下后这套突然更松",5555,5603,218,"玩法卡 #C3-1 —— ""这套衣服不是为了拍照，是为了今天的路线""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-behind-scenes-near-disaster-narrative,Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,§C2-1 + §E5,low,false,9,9,1.0,"光线不对,模特迟到,衣服没熨平,店里突然来客,拍到一半下雨",4254,4283,182,"玩法卡 #C2-1 —— ""整条幕后只围绕'今天差点出什么事' / 一条内容的诞生""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-ootd-anti-hard-ad-discipline,Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,§E3 + §E4 + §E6 + 与试点版差异 + 北极星,low,false,10,7,0.7,"OOTD 是最容易滑向""硬广 / 种草""的 ContentType,",13055,13089,401,与试点版（personal_vlog）的差异点,paraphrase_located,low,,auto,phrase 命中率 70% ≥ 30%（有原文痕迹）
EV-KP-service_judgment-product-review-tactile-court-three-piece-compare,Q2-内容类型种子/product_review-交付物-v0.1.md,§C3-3 + 备注 + 共享引擎 #11,low,false,15,14,0.9333,"你像""法官""一样把同类三件衣服摆成三份""证据"":同为白 T / 同为卫衣 / 同为西装裤.",12394,12439,317,"玩法卡 #C3-3 —— ""触感法庭 / 同类三件对照声音证据""",paraphrase_located,low,,auto,phrase 命中率 93% ≥ 30%（有原文痕迹）
EV-KP-training_unit-product-review-fabric-detective-spec-party,Q2-内容类型种子/product_review-交付物-v0.1.md,§C2-3 + 备注 + §D 角度二,low,false,12,12,1.0," 把测评从""审美意见""切换到""信息服务""--降低了""你只是身材好所以好看""的反感点",8189,8230,245,"玩法卡 #C2-3 —— ""面料侦探 / 成分党测评""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-service_judgment-product-review-concerns-clearance-on-spot-faye-positioning,Q2-内容类型种子/product_review-交付物-v0.1.md,§C3-2 备注,low,false,6,5,0.8333,"-- 顾客""我怕这个肩太硬""→ 店员让她侧身在镜前看 2 秒 → 真实反馈.",12142,12180,307,"玩法卡 #C3-2 —— ""只拍犹豫 / 不拍优点 / 顾虑解除测评""",paraphrase_located,low,,auto,phrase 命中率 83% ≥ 30%（有原文痕迹）
EV-KP-training_unit-role-profile-required-skills-binding,Q7Q12-搭配陈列业务包/陈列方法包.md,联动口径段 + 主落点冻结段,low,false,11,10,0.9091,"与 StylingRule(搭配规则),TrainingMaterial(培训材料) 同属 MerchandisingSkill(陈列搭配技能),本包必须按这条",234,322,13,,paraphrase_located,low,,auto,phrase 命中率 91% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-faye-brand-tone-core,Q-brand-seeds/brandtone_diyu_001.md,§core_voice + §emotional_boundary + §vocabulary + §sentence_patterns,low,false,14,14,1.0,restrained_to_passionate,923,947,49,tone_axis,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-faye-persona-founder,Q-brand-seeds/persona_founder_demo.md,§emotional_spectrum + §authenticity_anchors + §topic_scope + §speaking_habits,low,false,21,21,1.0,"白天在样衣架和面料桌之间来回做判断,晚上回家还会盯着孩子上身的松紧,",826,860,41,life_archetype,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-faye-persona-franchise-owner,Q-brand-seeds/persona_franchise_owner_demo.md,§emotional_spectrum + §authenticity_anchors + §topic_scope + §speaking_habits,low,false,14,14,1.0,"白天在店里接顾客,找尺码,发朋友圈,盯销售,傍晚一边回家长群消息一边记",940,975,41,life_archetype,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-faye-persona-sample-maker,Q-brand-seeds/persona_sample_maker_demo.md,§emotional_spectrum + §authenticity_anchors + §topic_scope + §speaking_habits,low,false,12,12,1.0,"白天坐在缝纫机前改袖口,收腰线,盯针脚,晚上回到家还会下意识摸一摸自己",786,821,41,life_archetype,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-faye-ctype-founder-ip,Q-brand-seeds/ctype_founder_ip.md,§required_knowledge + §output_structure + §typical_hooks + §typical_ctas + §example_references + §ab_variants_hint,low,false,20,20,1.0," / 很多人只看到最后那件衣服,看不到我为什么在这里犹豫了很久",5807,5838,119,typical_hooks,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-faye-ctype-process-trace,Q-brand-seeds/ctype_process_trace.md,§required_knowledge + §output_structure + §typical_hooks + §example_references + §ab_variants_hint,low,false,20,20,1.0,_id: ctype_process_trace ,137,162,4,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-faye-ctype-store-daily,Q-brand-seeds/ctype_store_daily.md,§required_knowledge + §output_structure + §typical_hooks + §example_references + §ab_variants_hint,low,false,21,21,1.0," / 她进门的时候什么都没说,我大概就知道她先不该试那一排",6322,6351,120,typical_hooks,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
