source_md,heading_path,heading_level,body_length,body_hash,adjudication_status,sub_reason,adjudicator,priority,rationale,batch_target
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,"玩法卡 #C3-6 —— ""装置艺术式碎片（日常物件规则排列）""",4,548,296dad2bfa78,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,"玩法卡 #C3-7 —— ""诗歌朗诵式碎片（声画对位）""",4,652,90eb8808c25e,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,"玩法卡 #C3-8 —— ""双重时间线（今天 vs 过去）""",4,698,cb936403c75b,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,D. 服装行业垂直机会,2,91,83a1315262f7,pending_decision,uncovered_business_chapter,auto,low,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,三个未被开发的角度,3,187,0ef9034efb57,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,行业趋势支撑,3,86,3ea79205405b,pending_decision,uncovered_business_chapter,auto,low,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,E. 红线（一定不行的玩法）,2,318,bddaaa9a49fe,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,G. 待裁决项 — **v0.2 全部关闭**,2,546,516994255dd3,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,与试点版（personal_vlog）的差异点,2,277,9af11a2f5342,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,版本记录,2,454,1d16aafbf6c1,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,元数据,2,673,060166c8156c,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,本文件是什么（核心定义，防止脱离索引被误读）,2,259,e50cadcc3d32,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,B1 视觉元素,3,350,9a8128976cc8,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,B2 听觉元素,3,235,533cbfbe97eb,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,B3 人物元素,3,130,ea2d7f708d34,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,B4 场景元素,3,137,af8cae6f4e3e,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,B5 情绪元素,3,165,a0be4b805c52,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,B6 文字元素,3,162,bc67ab4cd85a,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,B7 时间元素,3,89,0415ff4148ed,pending_decision,uncovered_business_chapter,auto,low,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,B8 反差元素,3,100,47edda89019c,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,B9 隐喻元素,3,122,dd35c5210f51,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,163,44309b9d97d1,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,"玩法卡 #C1-1 —— ""怼脸独白 + 伤感 BGM / 成年人崩溃瞬间""",4,585,942eb5ac27fb,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,"玩法卡 #C1-2 —— ""鸡汤卡片体 / 纯文字图片""",4,455,a8b0ae441fd9,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,"玩法卡 #C1-3 —— ""哭腔讲故事 / 戏剧化崩溃表演""",4,616,e4a18c13ffad,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,157,552145c36e00,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,"玩法卡 #C2-1 —— ""脆弱但克制的自我披露 / 具体某一刻崩了一下""",4,1226,f851a16de040,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,"玩法卡 #C2-2 —— ""不讲情绪，讲物证 / 情绪被物件替你说出口""",4,1051,9a012a184664,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,"玩法卡 #C2-3 —— ""关系映照 / 两个人之间一个很小的动作""",4,1038,8fcb0c4e75a5,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,"玩法卡 #C2-4 —— ""叙事沉浸 / 把观众带进一个小世界""",4,1157,5477a977177a,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,116,6a081c9a56e8,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,"玩法卡 #C3-2 —— ""不是我在讲情绪，是空间在替我呼吸""",4,1165,b0a1cf9b2c4d,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,"玩法卡 #C3-3 —— ""衣柜情绪谱 / 不穿只挑，把情绪投射到衣服上""",4,1291,0301f6ff262e,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,"玩法卡 #C3-4 —— ""把情绪写成'小票 / 价签 / 洗标' / 服装行业的文本皮肤""",4,1296,abdad6a67ef8,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,"玩法卡 #C3-5 —— ""同一张脸的三种结局 / 服装行业 Kuleshov 效应""",4,1610,6bb6880bb79a,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,D. 服装行业垂直机会,2,130,381cd0a691c6,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,三个未被开发的角度,3,313,e28b85223aac,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,服装行业 emotion_expression 标杆案例,3,536,382986917742,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,F. AI 辅助边界,2,606,c6f897226683,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,G. 待裁决项 — **v0.2 全部关闭**,2,994,35c95ddab9db,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,与 batch 1/2/3 前序文件的差异点,2,1228,2c52e41ca75d,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,版本记录,2,706,37855addfd94,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"本文件的""1-3 人小团队""放宽条款",2,357,76f07c65322f,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,A. 北极星,2,272,8a1214741373,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,B1 视觉元素,3,187,a4d52106d09e,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,B2 听觉元素,3,140,c55e1ce595c9,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,B3 人物元素,3,153,3dda0c0c07a4,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,B4 场景元素,3,95,1fc75cb8dcee,pending_decision,uncovered_business_chapter,auto,low,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,B5 情绪元素,3,94,bd05c9ae0654,pending_decision,uncovered_business_chapter,auto,low,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,B6 文字元素,3,106,001824ba4e7a,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,B7 时间元素,3,105,bbc683947d73,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,B8 反差元素,3,80,64413091e9d5,pending_decision,uncovered_business_chapter,auto,low,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,B9 隐喻元素,3,81,5bbc75d8a279,pending_decision,uncovered_business_chapter,auto,low,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C1-1 —— ""高能混剪 + 圆满落幕""",4,513,0a97255e9d1e,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C1-2 —— ""领导讲话 + 观众掌声 / 美图汇报式""",4,427,680a1caec4d4,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C1-3 —— ""路人采访拼接 / 尴尬式好评""",4,361,8059bc924322,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C1-4 —— ""直播流全记录""",4,399,bfe97c63ad01,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C2-1 —— ""倒计时纪实 + 前夜此刻余波三段结构""",4,800,ed898b3ad8ea,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C2-2 —— ""一个物件看完整场活动""",4,682,5581b33c6730,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C2-3 —— ""人物群像 / 5 个角色各 6 秒""",4,701,63ea368c7aad,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C2-4 —— ""幕后情绪曲线""",4,711,d4de981161bc,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-1 —— ""开场前一分钟无人声""",4,860,17aa1e1da05b,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-2 —— ""散场以后，活动才真正开始讲故事""",4,705,8c2711436d0f,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-3 —— ""后台只拍手忙脚乱，台前只拍半个结果""",4,763,c6e6c8453552,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-4 —— ""单声道纪实 / 我只跟着一种声音走完整场""",4,759,f1c93e6e869e,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-5 —— ""倒叙开门 / 反向时间线""",4,900,595564534851,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,D. 服装行业垂直机会,2,162,f7a711a1a759,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,三个未被开发的角度,3,156,d94d3a5815d1,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,服装行业事件纪实方向（v0.2 M4 无痕处理：删去全部具体品牌 / 栏目 / 账号 / 数据 / 仅保留方向描述）,3,321,cc873907e93d,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,E. 红线（一定不行的玩法）,2,371,a301a29407a0,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/event_documentary-交付物-v0.1.md,F. AI 辅助边界,2,369,2b95c4c06f1f,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,G. 待裁决项 — **v0.2 全部关闭**,2,833,eceb0acb85d7,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,与 founder_ip / role_work_vlog 的差异点,2,631,0be4cd5dd038,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/event_documentary-交付物-v0.1.md,版本记录,2,575,239d6de1d530,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,元数据,2,690,b01ac8d02ca4,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,本文件是什么（核心定义，防止脱离索引被误读）,2,259,e50cadcc3d32,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,本文件与个人创作类 7 份交付物的关键差异,2,619,06975cdbe01e,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B1 视觉元素,3,225,f8f7013e53d0,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B2 听觉元素,3,132,566e8c4912f6,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B3 人物元素,3,118,cc83ba8b9204,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B4 场景元素,3,147,bc1bc4b66ade,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B5 情绪元素,3,128,1fe7cd167700,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B6 文字元素,3,124,3c161aaffe0b,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B7 时间元素,3,109,c9de0e30f495,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B8 反差元素,3,110,1f5261fa86f2,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B9 隐喻元素,3,129,b07a40666dec,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,112,94fc84dcacd1,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C1-1 —— ""办公室对镜鸡汤口播""",4,566,ecbfcd9d9595,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C1-2 —— ""创业者一天流水账""",4,447,da8af5d01876,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C1-3 —— ""成功故事拼贴 / 我从 0 到 1""",4,442,ba2bccd9759a,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C1-4 —— ""老板回答评论区 / 工厂巡视型 / 对镜穿搭型""（三合一批量低质模板）",4,511,40f5d750ed0f,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C2-1 —— ""决策日记 / 决策现场纪录""",4,852,fa710ee18515,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C2-2 —— ""自我矛盾暴露 / 反向透明（讲一次我做错了什么）""",4,874,67039fb21910,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C2-3 —— ""极限场景人格化（创始人把自己扔进极端环境）""",4,1161,2bded110d804,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C2-4 —— ""生活方式沉浸 + 街头偶遇验证（关系中的品牌）""",4,832,951755334bac,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,118,20f5769b4395,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-2 —— ""老板不看镜头的一天（沉默创始人日志）""",4,994,8e1157a39008,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-3 —— ""两代人穿同一件判断""",4,723,5cb736011aa9,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-4 —— ""桌面证物剧场 / 老板的一天只剩 7 个物件""",4,846,6760b907a7dd,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-5 —— ""门口 30 秒 / 老板的角色切换""",4,814,f34be27579e3,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-6 —— ""一镜到底工坊漫游""",4,878,559ac2146805,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-7 —— ""反差场景叙事（日常错位）""",4,769,7e11141e2664,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-8 —— ""脱口秀 / 自嘲式创业叙事（Currys 风格降维）""",4,894,75f51aca7ef8,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,D. 服装行业垂直机会,2,90,7a01fec26405,pending_decision,uncovered_business_chapter,auto,low,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,三个未被开发的角度,3,312,ed5f301dadc4,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,服装行业 founder_ip 方向（v0.2 M4 无痕处理：删去全部具体标杆案例姓名与数据 / 仅保留方向描述）,3,318,521510aa92e6,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,行业趋势支撑,3,142,3c9a8e60c88c,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,E. 红线（一定不行的玩法）,2,573,436b25290c52,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction
Q2-内容类型种子/founder_ip-交付物-v0.1.md,F. AI 辅助边界,2,436,dd21778c0364,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,G. 待裁决项 — **v0.2 全部关闭**,2,1073,a9b3ddbd2dd6,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,与个人创作类试点（personal_vlog）的差异点,2,721,db00a8c04613,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/founder_ip-交付物-v0.1.md,版本记录,2,828,fc13bfb2d692,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/humor_content-交付物-v0.1.md,元数据,2,446,f7face661b9e,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/humor_content-交付物-v0.1.md,本文件是什么（核心定义，防止脱离索引被误读）,2,266,8e5a5a25f138,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
Q2-内容类型种子/humor_content-交付物-v0.1.md,A. 北极星,2,205,546a0f55f2af,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review
